AccType,ClientId,BeginDate,EndDate,BeginQ,EndQ,PD,LGD,"Interest rate",Status,Random,"Default function"
L,744,9,89,7100,7400.45,0.1,0.6,0.1333,Active,0.39,0.431016658049503
L,745,9,79,2100,2163.41,0.08,0.5,0.1087,Active,0.74,0.801632430079469
L,746,9,79,8600,8879.98,0.07,0.7,0.1172,Active,0.54,0.579154417877277
L,747,9,59,5900,6106.62,0.15,0.6,0.1765,Active,0.71,0.824902312337081
L,748,9,29,3300,3332.35,0.15,0.3,0.1235,Active,0.94,1.09212418816459
L,749,9,79,4900,5044.14,0.15,0.2,0.1059,Active,1,1.16183424272828
L,750,9,109,4400,4511.05,0.01,0.3,0.0636,Active,0.61,0.616130601921342
L,751,9,109,4300,4435.14,0.04,0.4,0.0792,Active,0.43,0.447548632902727
L,752,9,159,9200,9640.29,0.03,0.6,0.0804,Active,0.42,0.432790904260477
L,753,9,29,3300,3327.74,0.15,0.2,0.1059,Active,0.74,0.859757339618929
L,754,9,39,2800,2855.57,0.16,0.5,0.1667,Active,0.8,0.938808696793448
L,755,9,69,8900,9045.58,0.01,0.8,0.0687,Active,0.45,0.454522575187876
L,756,9,59,6900,7111.11,0.17,0.4,0.1542,Active,0.73,0.865272541463867
L,757,9,109,2500,2574.4,0.04,0.3,0.075,Active,0.7,0.728567541934672
L,758,9,99,8600,9112.01,0.16,0.5,0.1667,Active,0.35,0.410728804847134
L,759,9,69,9400,9595.83,0.04,0.6,0.0875,Active,0.76,0.791016188386215
L,760,9,139,6100,6397.69,0.07,0.4,0.0946,Active,0.95,1.01888277219151
L,824,10,130,3000,3096.71,0.01,0.7,0.0677,Active,0.55,0.555527591896292
L,825,10,40,4200,4231.8,0.01,0.3,0.0636,Active,0.19,0.191909531745992
L,826,10,110,4800,4958.67,0.04,0.5,0.0833,Active,0.02,0.0208162154838478
L,827,10,100,4500,4618.13,0.02,0.6,0.0735,Active,0.57,0.581514763815251
L,828,10,90,9800,10266.67,0.2,0.3,0.15,Active,0.2,0.244280551632034
L,829,10,50,7500,7644.05,0.19,0.2,0.121,Active,0.8,0.967399678125801
L,830,10,140,5900,6135.27,0.03,0.5,0.0773,Active,0.44,0.453399994939547
L,831,10,150,6700,7129.54,0.09,0.5,0.1154,Active,0.71,0.776863741430699
L,832,10,90,1800,1852.63,0.11,0.2,0.0921,Active,0.3,0.334883421137661
L,833,10,100,9600,10200,0.2,0.4,0.175,Active,0.79,0.964908178946534
L,834,10,70,8000,8390.29,0.18,0.6,0.2049,Active,0.99,1.18524518949059
L,835,10,120,9000,9523.68,0.1,0.6,0.1333,Active,0.37,0.40891323968799
L,836,10,100,2900,3165.76,0.17,0.9,0.2566,Active,0.79,0.936390832543089
L,837,10,140,1100,1180.13,0.15,0.4,0.1412,Active,0.57,0.662245518355121
L,838,10,70,4900,5041.17,0.19,0.2,0.121,Active,1,1.20924959765725
L,839,10,50,5600,5737.07,0.17,0.4,0.1542,Active,0.64,0.758595104845034
L,840,10,130,5300,5678.57,0.2,0.3,0.15,Active,0.28,0.341992772284848
L,841,10,70,1500,1535.71,0.1,0.3,0.1,Active,0.35,0.386809821326477
L,842,10,90,2700,2787.51,0.06,0.6,0.1021,Active,0.43,0.456589715014505
L,843,10,40,2800,2825.53,0.06,0.2,0.0766,Active,0.8,0.849469237236288
L,844,10,60,300,303.97,0.01,0.6,0.0667,Active,0.39,0.393919565162826
L,845,10,130,5000,5476.19,0.2,0.5,0.2,Active,0.48,0.586273323916881
L,846,10,100,8100,8508.47,0.15,0.4,0.1412,Active,0.59,0.685482203209687
L,847,10,80,4000,4070.67,0.01,0.3,0.0636,Active,0.46,0.464623076858717
L,848,10,80,5500,5632.31,0.03,0.8,0.0866,Active,0.71,0.731622719106997
L,849,10,130,6700,6902.91,0.01,0.3,0.0636,Active,1,1.01005016708417
L,850,10,40,5900,5944.67,0.01,0.3,0.0636,Active,0.56,0.565628093567134
L,851,10,160,6000,6389.64,0.12,0.3,0.1091,Active,0.54,0.608848299852863
L,852,10,70,7200,7410.34,0.12,0.4,0.1227,Active,0.91,1.02602213493723
L,853,10,50,800,814.91,0.08,0.6,0.1174,Active,0.89,0.964125490230713
L,854,10,90,5200,5600.98,0.16,0.9,0.2429,Active,0.58,0.68063630517525
L,855,10,50,3300,3343.27,0.08,0.2,0.0826,Active,0.73,0.79079955940272
L,856,10,90,3400,3480.09,0.03,0.4,0.0742,Active,0.68,0.700709083088392
L,857,10,140,3900,4190.52,0.19,0.3,0.1444,Active,0.74,0.894844702266366
L,858,10,140,9100,9569.44,0.08,0.4,0.1,Active,0.25,0.27082176691874
L,859,10,60,1100,1114.69,0.02,0.3,0.0673,Active,0.19,0.193838254605084
L,860,10,30,1300,1312.06,0.11,0.4,0.1169,Active,0.71,0.792557430025799
L,861,10,60,6000,6160.6,0.14,0.4,0.1349,Active,0.12,0.138032855862867
L,862,10,60,4200,4262.92,0.02,0.7,0.0755,Active,0.18,0.183636241204816
L,863,10,120,700,727.9,0.08,0.3,0.0913,Active,0.06,0.0649972240604975
L,864,10,120,10000,10606.75,0.18,0.3,0.139,Active,0.16,0.19155477809949
L,865,10,140,4800,5089.47,0.11,0.4,0.1169,Active,0.56,0.625115719456968
L,866,10,30,3700,3724.26,0.08,0.2,0.0826,Active,0.37,0.400816215039735
L,867,10,130,4300,4691.91,0.19,0.5,0.1914,Active,0.48,0.580439806875481
L,868,10,70,7300,7473.81,0.08,0.4,0.1,Active,0.19,0.205824542858242
L,869,10,90,4500,4778.86,0.17,0.6,0.1952,Active,0.31,0.367444503909313
L,870,10,120,1600,1673.68,0.09,0.4,0.1055,Active,0.99,1.08323254086816
L,871,10,150,1400,1484.39,0.06,0.7,0.1085,Active,0.34,0.361024425825422
L,872,10,120,1900,1982.94,0.04,0.9,0.1,Active,0.94,0.978362127740845
L,873,10,40,2100,2125,0.05,0.7,0.1,Active,0.63,0.662300790716895
L,874,10,90,7400,7595.69,0.04,0.5,0.0833,Active,0.32,0.333059447741564
L,875,10,80,3700,3931.25,0.2,0.6,0.225,Active,0.6,0.732841654896102
L,876,10,50,3500,3555.56,0.08,0.4,0.1,Active,0.27,0.292487508272239
L,877,10,90,900,935.8,0.09,0.6,0.1253,Active,0.3,0.328252285111563
L,878,10,30,9200,9269.73,0.12,0.2,0.0955,Active,0.47,0.529923520242307
L,879,10,100,6900,7331.25,0.2,0.4,0.175,Active,0.76,0.928266096201729
L,880,10,40,10000,10119.05,0.1,0.3,0.1,Active,0.16,0.176827346892104
L,881,10,100,5500,5700.95,0.14,0.2,0.1023,Active,0.58,0.667158803337192
L,882,10,150,9800,10707.59,0.16,0.5,0.1667,Active,0.13,0.152556413228935
L,883,10,110,2700,2879.89,0.19,0.4,0.1679,Active,0.17,0.205572431601733
L,884,10,160,200,220.83,0.2,0.4,0.175,Active,0.53,0.64734346182489
L,885,10,120,8500,8940.04,0.14,0.3,0.1186,Active,0.97,1.11576558489151
L,886,10,140,6600,7089.26,0.13,0.5,0.1437,Active,0.46,0.523861056329326
L,887,10,130,700,731.83,0.12,0.2,0.0955,Active,0.57,0.642673205400244
L,888,10,80,3800,3943.98,0.12,0.5,0.1364,Active,0.17,0.191674464768494
L,889,10,30,8400,8490.93,0.12,0.5,0.1364,Active,0.78,0.879447544231913
L,890,10,30,5500,5549.67,0.13,0.3,0.1138,Active,1,1.13882838332462
L,891,10,40,5800,5884.72,0.12,0.4,0.1227,Active,0.65,0.732872953526594
L,892,10,40,9500,9634.13,0.14,0.3,0.1186,Active,0.7,0.805191659200059
L,893,10,70,2500,2567.74,0.13,0.3,0.1138,Active,0.28,0.318871947330894
L,894,10,50,6600,6794.54,0.16,0.6,0.1857,Active,0.71,0.833192718404185
L,895,10,160,3800,4085.23,0.08,0.7,0.1261,Active,0.7,0.758300947372471
L,896,10,150,8000,8510.67,0.06,0.8,0.1149,Active,0.08,0.0849469237236288
L,897,10,50,6500,6598.84,0.04,0.8,0.0958,Active,0.7,0.728567541934672
L,898,10,120,1000,1049.46,0.17,0.2,0.1133,Active,0.24,0.284473164316888
L,899,10,60,7900,8141.23,0.11,0.7,0.1539,Active,1,1.11627807045887
L,900,10,120,1200,1302.25,0.17,0.6,0.1952,Active,0.57,0.675623765252608
L,901,10,150,9100,9984.72,0.2,0.4,0.175,Active,0.78,0.952694151364933
L,902,10,40,2800,2831.53,0.07,0.4,0.0946,Active,0.95,1.01888277219151
L,932,11,61,600,611.38,0.09,0.3,0.0956,Active,0.64,0.700271541571335
L,933,11,151,300,315.77,0.07,0.4,0.0946,Active,0.13,0.139426063563048
L,934,11,121,4200,4491.13,0.15,0.5,0.1588,Active,0.92,1.06888750331002
L,935,11,51,6000,6103.52,0.08,0.5,0.1087,Active,0.54,0.584975016544478
L,936,11,91,5000,5136.03,0.09,0.2,0.0857,Active,0.97,1.06134905519405
L,937,11,121,2100,2178.56,0.09,0.2,0.0857,Active,0.08,0.0875339426964168
L,938,11,131,7100,7510.11,0.06,0.9,0.1213,Active,0.53,0.562773369669041
L,939,11,81,6500,6622.24,0.01,0.7,0.0677,Active,0.03,0.030301505012525
L,960,12,112,3600,3692.29,0.01,0.4,0.0646,Active,0.57,0.575728595237976
L,961,12,52,4300,4420.47,0.15,0.6,0.1765,Active,0.77,0.894612366900778
L,962,12,42,6900,6968.92,0.13,0.1,0.0839,Active,0.75,0.854121287493466
L,963,12,32,4500,4536.5,0.07,0.5,0.1022,Active,0.72,0.772205890503036
L,964,12,102,200,205.06,0.04,0.2,0.0708,Active,0.93,0.967954019998921
L,965,12,102,9600,10229.83,0.14,0.7,0.1837,Active,0.16,0.184043807817156
L,966,12,122,700,725.73,0.05,0.4,0.0842,Active,0.13,0.136665242528883
L,967,12,42,1900,1915.31,0.01,0.7,0.0677,Active,0.75,0.757537625313126
L,968,12,162,5400,6090.43,0.19,0.6,0.2148,Active,0.58,0.701364766641206
L,969,12,162,1500,1633.93,0.12,0.6,0.15,Active,0.85,0.958372323842469
L,970,12,112,1100,1176.26,0.17,0.5,0.1747,Active,1,1.18530485132037
L,971,12,132,3000,3190.43,0.1,0.6,0.1333,Active,0.69,0.762567933472197
L,972,12,152,4800,5112.53,0.07,0.7,0.1172,Active,0.89,0.954532281316253
L,973,12,52,7500,7637.86,0.05,1,0.1158,Active,0.05,0.0525635548188012
L,974,12,112,2500,2673.31,0.17,0.5,0.1747,Active,0.74,0.87712558997707
L,975,12,152,4600,4812.11,0.06,0.3,0.083,Active,0.79,0.838850871770834
L,976,12,92,300,308.51,0.06,0.4,0.0894,Active,0.06,0.0637101927927216
L,977,12,132,700,736.57,0.07,0.6,0.1097,Active,0.49,0.525529008814566
L,978,12,72,5500,5614.58,0.04,0.6,0.0875,Active,0.66,0.686935110966976
L,979,12,152,4700,5198.72,0.11,1,0.191,Active,0.84,0.937673579185452
L,980,12,72,8700,8997.66,0.13,0.5,0.1437,Active,0.36,0.409978217996864
L,981,12,102,9600,10236.69,0.16,0.6,0.1857,Active,0.81,0.950543805503366
L,982,12,132,7600,7833.79,0.01,0.4,0.0646,Active,0.11,0.111105518379258
L,983,12,92,4300,4451.66,0.1,0.4,0.1111,Active,0.83,0.917291862002788
L,984,12,72,8000,8153.14,0.03,0.6,0.0804,Active,0.67,0.690404537748856
L,985,12,52,9900,10064.21,0.11,0.3,0.1045,Active,0.65,0.725580745798266
L,986,12,102,8400,8957.1,0.16,0.6,0.1857,Active,0.38,0.445934130976888
L,987,12,92,8600,9099.35,0.18,0.5,0.1829,Active,0.34,0.407053903461415
L,988,12,42,1300,1312.85,0.06,0.3,0.083,Active,0.96,1.01936308468355
L,989,12,162,300,311.91,0.01,0.6,0.0667,Active,0.3,0.30301505012525
L,990,12,132,9000,9831.86,0.15,0.7,0.1941,Active,0.57,0.662245518355121
L,991,12,152,2900,3002.47,0.01,0.3,0.0636,Active,0.29,0.292914548454409
L,992,12,92,6200,6624.55,0.17,0.7,0.2157,Active,0.79,0.936390832543089
L,993,12,142,4300,4632.74,0.2,0.3,0.15,Active,0.4,0.488561103264068
L,994,12,162,4400,4836.6,0.16,0.5,0.1667,Active,0.25,0.293377717747953
L,995,12,162,9300,10222.8,0.16,0.5,0.1667,Active,0.88,1.03268956647279
L,996,12,52,1400,1426.04,0.07,0.7,0.1172,Active,0.98,1.05105801762913
L,997,12,42,7100,7226.79,0.2,0.3,0.15,Active,0.53,0.64734346182489
L,998,12,72,4100,4177.31,0.04,0.4,0.0792,Active,0.02,0.0208162154838478
L,999,12,72,2200,2330.95,0.2,0.7,0.25,Active,0.98,1.19697470299697
L,1000,12,162,4600,5014,0.14,0.5,0.1512,Active,1,1.15027379885723
L,1001,12,152,3500,3799.83,0.17,0.4,0.1542,Active,0.03,0.035559145539611
L,1002,12,32,1600,1617.13,0.14,0.4,0.1349,Active,0.4,0.460109519542891
L,1003,12,162,1500,1563.21,0.04,0.2,0.0708,Active,0.32,0.333059447741564
L,1004,12,82,4000,4121.22,0.12,0.3,0.1091,Active,0.83,0.935822386810882
L,1005,12,152,400,431.47,0.11,0.6,0.1416,Active,0.18,0.200930052682597
L,1006,12,142,8600,8914.1,0.04,0.2,0.0708,Active,0.81,0.843056727095834
L,1007,12,82,8800,9066.69,0.12,0.3,0.1091,Active,0.69,0.777972827589769
L,1008,12,152,3800,4139.89,0.18,0.4,0.161,Active,0.72,0.861996501447703
L,1009,12,62,8400,8639.5,0.13,0.5,0.1437,Active,0.54,0.614967326995296
L,1010,12,52,5400,5581.54,0.15,0.8,0.2118,Active,0.17,0.197511821263808
L,1011,12,62,7900,8024.14,0.04,0.4,0.0792,Active,0.51,0.530813494838118
L,1012,12,42,5200,5339.29,0.2,0.6,0.225,Active,0.88,1.07483442718095
L,1013,12,92,5700,5955.5,0.15,0.4,0.1412,Active,0.69,0.801665627482515
L,1014,12,162,600,629.64,0.06,0.3,0.083,Active,0.5,0.53091827327268
L,1015,12,142,700,740.91,0.17,0.2,0.1133,Active,0.08,0.0948243881056292
L,1016,12,152,3200,3375.82,0.13,0.2,0.0989,Active,0.83,0.945227558159436
L,1017,12,112,3700,3907.9,0.11,0.6,0.1416,Active,0.82,0.915348017776274
L,1018,12,62,1500,1526.64,0.05,0.5,0.0895,Active,0.04,0.042050843855041
L,1019,12,52,1700,1733.11,0.12,0.4,0.1227,Active,0.68,0.766697859073976
L,1066,13,43,3200,3236.42,0.09,0.3,0.0956,Active,0.98,1.07229079803111
L,1067,13,63,3600,3649.57,0.02,0.4,0.0694,Active,0.58,0.591716777215518
L,1068,13,143,7300,7957.9,0.17,0.5,0.1747,Active,0.23,0.272620115803684
L,1069,13,93,4400,4528.65,0.11,0.2,0.0921,Active,0.04,0.0446511228183549
L,1070,13,113,4200,4559.5,0.17,0.7,0.2157,Active,0.62,0.734889007818627
L,1071,13,63,900,934.66,0.15,0.7,0.1941,Active,0.57,0.662245518355121
L,1072,13,83,7200,7482.4,0.15,0.4,0.1412,Active,0.37,0.429878669809465
L,1073,13,113,5600,6033.78,0.17,0.6,0.1952,Active,0.85,1.00750912362231
L,1074,13,83,8400,8676.73,0.14,0.3,0.1186,Active,0.41,0.471612257531463
L,1075,13,43,2300,2324.34,0.1,0.2,0.0889,Active,0.06,0.0663102550845389
L,1076,13,153,7400,8286.77,0.17,0.7,0.2157,Active,0.71,0.841566444437459
L,1077,13,103,9000,9287.68,0.05,0.5,0.0895,Active,0.92,0.967169408665942
L,1078,13,133,5700,5893.8,0.02,0.5,0.0714,Active,0.15,0.153030201004013
L,1079,13,73,8700,8945.67,0.14,0.3,0.1186,Active,0.8,0.920219039085782
L,1080,13,133,8500,8835.95,0.06,0.3,0.083,Active,0.4,0.424734618618144
L,1081,13,113,6600,7162.57,0.19,0.6,0.2148,Active,0.58,0.701364766641206
L,1082,13,153,3600,3934.8,0.14,0.6,0.1674,Active,0.57,0.65565606534862
L,1083,13,103,4800,5038.29,0.18,0.3,0.139,Active,0.06,0.0718330417873086
L,1084,13,83,8100,8450.1,0.1,0.8,0.1556,Active,0.64,0.707309387568415
L,1085,13,103,9500,9741.23,0.03,0.3,0.0711,Active,0.08,0.0824363627162814
L,1086,13,143,1500,1584.11,0.08,0.5,0.1087,Active,0.46,0.498312051130481
L,1087,13,43,8600,8676.79,0.04,0.3,0.075,Active,0.12,0.124897292903087
L,1088,13,163,1500,1570.71,0.04,0.4,0.0792,Active,0.36,0.37469187870926
L,1089,13,103,700,729.23,0.11,0.4,0.1169,Active,0.84,0.937673579185452
L,1090,13,43,3100,3132.14,0.07,0.3,0.0871,Active,0.13,0.139426063563048
L,1091,13,73,9200,9566.69,0.14,0.6,0.1674,Active,0.24,0.276065711725735
L,1092,13,73,500,512.61,0.15,0.2,0.1059,Active,0.23,0.267221875827505
L,1093,13,143,6300,6653.28,0.08,0.5,0.1087,Active,0.14,0.151660189474494
L,1094,13,93,9300,9693.55,0.1,0.6,0.1333,Active,0.04,0.0442068367230259
L,1095,13,133,9700,10046.43,0.04,0.3,0.075,Active,0.38,0.395508094193108
L,1096,13,63,9500,9699.61,0.15,0.2,0.1059,Active,0.79,0.917849051755344
L,1097,13,53,6100,6269.44,0.2,0.4,0.175,Active,0.03,0.0366420827448051
L,1098,13,113,1700,1750.6,0.04,0.3,0.075,Active,0.69,0.718159434192748
L,1099,13,73,1600,1624.61,0.01,0.4,0.0646,Active,0.01,0.0101005016708417
L,1100,13,63,5800,5881.82,0.03,0.3,0.0711,Active,0.49,0.504922721637223
L,1101,13,63,3800,3908.87,0.19,0.3,0.1444,Active,0.11,0.133017455742298
L,1102,13,153,800,859.24,0.1,0.6,0.1333,Active,0.63,0.696257678387658
L,1103,13,43,8400,8471.1,0.03,0.3,0.0711,Active,0.85,0.875886353860489
L,1104,13,43,2900,2921.61,0.01,0.2,0.0626,Active,0.55,0.555527591896292
L,1105,13,73,8900,9077.79,0.13,0.1,0.0839,Active,0.46,0.523861056329326
L,1106,13,103,8900,9159.37,0.02,1,0.0816,Active,0.33,0.336666442208829
L,1107,13,133,4700,5045.11,0.17,0.4,0.1542,Active,0.83,0.983803026595903
L,1108,13,53,8300,8444.53,0.07,0.6,0.1097,Active,0.16,0.171601309000675
L,1109,13,53,6600,6678.57,0.04,0.3,0.075,Active,0.66,0.686935110966976
L,1110,13,33,2600,2614.32,0.02,0.4,0.0694,Active,0.78,0.79575704522087
L,1111,13,143,6100,6349.23,0.04,0.4,0.0792,Active,0.43,0.447548632902727
L,1174,14,74,2500,2572.74,0.1,0.5,0.1222,Active,0.77,0.850981606918249
L,1175,14,134,7300,7521.09,0.01,0.3,0.0636,Active,0.95,0.95954765872996
L,1176,14,134,5000,5219.29,0.11,0.2,0.0921,Active,0.46,0.513487912411081
L,1177,14,54,8300,8528.71,0.13,0.7,0.1736,Active,0.07,0.0797179868327235
L,1178,14,44,5900,5980.7,0.06,0.8,0.1149,Active,0.75,0.79637740990902
L,1179,14,134,6900,7243.36,0.11,0.3,0.1045,Active,0.44,0.491162351001903
L,1180,14,74,1800,1896.43,0.2,0.6,0.225,Active,0.36,0.439704992937661
L,1181,14,144,7000,7660.47,0.18,0.5,0.1829,Active,0.19,0.227471298993144
L,1182,14,134,8800,9444.91,0.11,0.7,0.1539,Active,0.86,0.959999140594629
L,1183,14,84,6000,6188.83,0.17,0.2,0.1133,Active,0.02,0.0237060970264073
L,1184,14,124,4400,4658.9,0.08,0.8,0.1348,Active,0.72,0.77996668872597
L,1185,14,114,9500,9782.74,0.04,0.3,0.075,Active,0.35,0.364283770967336
L,1186,14,144,8000,8489.46,0.14,0.3,0.1186,Active,0.22,0.25306023574859
L,1187,14,74,8200,8346.43,0.04,0.3,0.075,Active,0.5,0.520405387096194
L,1188,14,54,1500,1530.62,0.16,0.3,0.1286,Active,0.11,0.129086195809099
L,1189,14,144,300,315.31,0.13,0.2,0.0989,Active,0.59,0.671908746161527
L,1190,14,124,4000,4144.22,0.08,0.2,0.0826,Active,0.39,0.422481956393234
L,1191,14,154,3900,4097.82,0.08,0.3,0.0913,Active,0.2,0.216657413534992
L,1192,14,84,6200,6398.74,0.09,0.5,0.1154,Active,0.64,0.700271541571335
L,1193,14,34,6900,6984.44,0.17,0.4,0.1542,Active,0.32,0.379297552422517
L,1194,14,164,2000,2165.48,0.18,0.3,0.139,Active,0.35,0.419026077092634
L,1195,14,144,1700,1829.44,0.16,0.4,0.1476,Active,0.04,0.0469404348396724
L,1196,14,84,3000,3139.92,0.19,0.4,0.1679,Active,0.35,0.423237359180038
L,1197,14,34,5900,5993.65,0.14,0.8,0.2,Active,0.83,0.954727253051499
L,1198,14,154,300,319.53,0.07,0.7,0.1172,Active,0.69,0.740030645065409
L,1199,14,94,8100,8528.66,0.16,0.5,0.1667,Active,0.26,0.305112826457871
L,1200,14,164,6600,7001.5,0.07,0.5,0.1022,Active,0.6,0.64350490875253
L,1201,14,94,3500,3579.33,0.02,0.5,0.0714,Active,0.26,0.265252348406956
L,1202,14,54,2300,2323.22,0.01,0.3,0.0636,Active,0.64,0.646432106933868
L,1203,14,164,3100,3315.71,0.11,0.4,0.1169,Active,0.62,0.6920924036845
L,1204,14,74,2400,2480.69,0.15,0.4,0.1412,Active,0.05,0.0580917121364142
L,1205,14,164,5700,6046.75,0.07,0.5,0.1022,Active,0.01,0.0107250818125422
L,1206,14,94,8100,8314.71,0.03,0.7,0.0835,Active,0.94,0.968627261916306
L,1207,14,94,4200,4411.47,0.13,0.6,0.1586,Active,0.76,0.865509571326713
L,1208,14,54,9500,9644.16,0.09,0.3,0.0956,Active,0.82,0.897222912638272
L,1209,14,44,9400,9511.9,0.1,0.3,0.1,Active,0.62,0.685205969206902
L,1210,14,34,5900,5941.86,0.06,0.4,0.0894,Active,0.06,0.0637101927927216
L,1211,14,124,1300,1403.79,0.18,0.5,0.1829,Active,0.65,0.778191286029177
L,1212,14,104,1000,1023.46,0.01,0.5,0.0657,Active,0.47,0.474723578529559
L,1213,14,144,900,935.05,0.02,0.7,0.0755,Active,0.47,0.479494629812575
L,1214,14,144,1800,1969.84,0.18,0.5,0.1829,Active,0.76,0.909885195972576
L,1215,14,54,5900,6009.67,0.18,0.2,0.1171,Active,0.55,0.658469549716996
L,1216,14,104,5300,5628.6,0.13,0.7,0.1736,Active,0.89,1.01355726115891
L,1217,14,54,3900,3955.4,0.05,0.5,0.0895,Active,0.83,0.8725550099921
L,1218,14,164,7200,7667.57,0.12,0.3,0.1091,Active,0.39,0.439723772115957
L,1219,14,84,900,917.55,0.06,0.1,0.0702,Active,0.61,0.647720293392669
L,1220,14,44,2600,2624.42,0.05,0.3,0.0789,Active,0.4,0.42050843855041
L,1221,14,44,3300,3349.54,0.08,0.7,0.1261,Active,0.9,0.974958360907463
L,1222,14,44,4200,4239.6,0.04,0.4,0.0792,Active,0.58,0.603670249031585
L,1223,14,44,6100,6186.13,0.14,0.3,0.1186,Active,0.13,0.14953559385144
L,1224,14,124,7200,7749.06,0.17,0.5,0.1747,Active,0.07,0.0829713395924256
L,1225,14,144,5600,5994.04,0.12,0.5,0.1364,Active,0.97,1.09367194603199
L,1226,14,124,1800,1901.51,0.11,0.5,0.1292,Active,0.79,0.881859675662508
L,1227,14,144,3200,3402.55,0.12,0.4,0.1227,Active,0.34,0.383348929536988
L,1228,14,74,700,721.45,0.13,0.4,0.1287,Active,0.01,0.0113882838332462
L,1229,14,44,8100,8221.6,0.08,0.7,0.1261,Active,0.55,0.595807887221227
L,1230,14,134,5300,5567.27,0.15,0.2,0.1059,Active,0.5,0.580917121364142
L,1231,14,34,100,101.15,0.19,0.3,0.1444,Active,0.67,0.810197230430359
L,1260,15,145,4100,4426.15,0.17,0.4,0.1542,Active,0.38,0.450415843501739
L,1261,15,165,4500,4858.12,0.17,0.3,0.1337,Active,0.77,0.912684735516681
L,1262,15,85,2800,2873.66,0.05,0.6,0.0947,Active,0.76,0.798966033245778
L,1263,15,95,7500,8013.57,0.17,0.7,0.2157,Active,0.94,1.11418656024114
L,1264,15,105,4100,4385.83,0.17,0.6,0.1952,Active,0.46,0.545240231607368
L,1265,15,85,3400,3507.48,0.13,0.3,0.1138,Active,0.74,0.84273300366022
L,1266,15,95,8000,8520.38,0.18,0.6,0.2049,Active,0.27,0.323248688042889
L,1267,15,145,5400,5663.53,0.07,0.4,0.0946,Active,0.04,0.0429003272501687
L,1268,15,45,2200,2229.8,0.13,0.3,0.1138,Active,0.7,0.797179868327235
L,1269,15,65,3800,3901.71,0.14,0.4,0.1349,Active,0.1,0.115027379885723
L,1270,15,65,4300,4415.09,0.14,0.4,0.1349,Active,0.66,0.75918070724577
L,1271,15,65,8600,8819.44,0.16,0.3,0.1286,Active,0.67,0.786252283564513
L,1272,15,165,300,344.64,0.2,0.7,0.25,Active,0.85,1.03819234443614
L,1273,15,115,1600,1656.76,0.06,0.4,0.0894,Active,0.27,0.286695867567247
L,1274,15,75,4200,4283,0.06,0.3,0.083,Active,0.22,0.233604040239979
L,1275,15,65,7400,7546.83,0.08,0.4,0.1,Active,0.45,0.487479180453731
L,1276,15,45,2900,2944.6,0.11,0.5,0.1292,Active,0.27,0.301395079023895
L,1277,15,65,7300,7469.32,0.11,0.4,0.1169,Active,0.95,1.06046416693593
L,1278,15,125,1100,1152.58,0.16,0.2,0.1095,Active,0.66,0.774517174854595
L,1279,15,75,2900,2975.33,0.12,0.3,0.1091,Active,0.68,0.766697859073976
L,1280,15,145,4600,4787.94,0.04,0.4,0.0792,Active,0.19,0.197754047096554
L,1373,16,136,4500,4858.71,0.14,0.6,0.1674,Active,0.35,0.40259582960003
L,1374,16,96,1100,1144.91,0.16,0.3,0.1286,Active,0.53,0.621960761625659
L,1375,16,56,5300,5375.29,0.05,0.5,0.0895,Active,0.01,0.0105127109637602
L,1376,16,146,2000,2133.3,0.11,0.5,0.1292,Active,0.6,0.669766842275323
L,1377,16,36,3700,3749.3,0.19,0.4,0.1679,Active,0.59,0.713457262617778
L,1378,16,136,6600,6831,0.02,0.6,0.0735,Active,0.18,0.183636241204816
L,1379,16,46,3600,3645.39,0.15,0.2,0.1059,Active,0.68,0.790047285055233
L,1380,16,106,2900,3052.87,0.16,0.4,0.1476,Active,0.91,1.06789489260255
L,1381,16,66,9100,9318.47,0.19,0.2,0.121,Active,0.18,0.217664927578305
L,1382,16,116,4400,4703.11,0.13,0.7,0.1736,Active,0.37,0.42136650183011
L,1383,16,66,9600,9735.43,0.03,0.3,0.0711,Active,0.77,0.793449991144208
L,1384,16,136,6600,6968.97,0.08,0.6,0.1174,Active,0.67,0.725802335342222
L,1385,16,136,7100,7394.48,0.07,0.3,0.0871,Active,0.74,0.79365605412812
L,1386,16,106,7400,7883.38,0.18,0.5,0.1829,Active,0.84,1.00566258502232
L,1387,16,56,300,307.67,0.18,0.4,0.161,Active,0.48,0.574664334298469
L,1388,16,56,3600,3651.14,0.05,0.5,0.0895,Active,0.79,0.830504166137059
L,1389,16,96,2700,2795.23,0.1,0.4,0.1111,Active,0.48,0.530482040676311
L,1390,16,106,3900,4051.96,0.12,0.3,0.1091,Active,0.22,0.248049307347463
L,1391,16,66,8900,9297.32,0.2,0.6,0.225,Active,0.48,0.586273323916881
L,1392,16,156,8400,8760.73,0.03,0.5,0.0773,Active,0.16,0.164872725432563
L,1393,16,76,9600,10037.49,0.19,0.5,0.1914,Active,0.47,0.568347310898908
L,1394,16,36,7600,7643.07,0.02,0.5,0.0714,Active,0.12,0.122424160803211
L,1395,16,86,9000,9210.5,0.05,0.4,0.0842,Active,0.08,0.0841016877100819
L,1396,16,116,4400,4625.59,0.11,0.5,0.1292,Active,0.7,0.78139464932121
L,1397,16,156,1500,1559.5,0.02,0.5,0.0714,Active,0.14,0.142828187603746
L,1398,16,106,600,621.43,0.08,0.4,0.1,Active,0.02,0.0216657413534992
